"","OriginalNames","AccN","Species","file","OldSpecies"
"583","MF596687 Sporobolus rigidus","MF596687","Sporobolus_rigidus","rbcL.fasta","Sporobolus_rigidus"
"584","MH658202 Caltha palustris","MH658202","Caltha_palustris","rbcL.fasta","Caltha_palustris"
"585","MT598914 Campanula rotundifolia","MT598914","Campanula_rotundifolia","rbcL.fasta","Campanula_rotundifolia"
"586","OQ391386 Capsella bursa-pastoris","OQ391386","Capsella_bursa-pastoris","rbcL.fasta","Capsella_bursa-pastoris"
"587","MK525381 Carex bebbii","MK525381","Carex_bebbii","rbcL.fasta","Carex_bebbii"
"588","MG226433 Carex bicknellii","MG226433","Carex_bicknellii","rbcL.fasta","Carex_bicknellii"
"589","KX678310 Carex canescens","KX678310","Carex_canescens","rbcL.fasta","Carex_canescens"
"590","MG226295 Carex echinata","MG226295","Carex_echinata","rbcL.fasta","Carex_echinata"
"591","MK925294 Carex chordorrhiza","MK925294","Carex_chordorrhiza","rbcL.fasta","Carex_chordorrhiza"
"592","MG227826 Carex comosa","MG227826","Carex_comosa","rbcL.fasta","Carex_comosa"
"593","MG227593 Carex diandra","MG227593","Carex_diandra","rbcL.fasta","Carex_diandra"
"594","MN623709 Carex disperma","MN623709","Carex_disperma","rbcL.fasta","Carex_disperma"
"595","MG227778 Carex foenea","MG227778","Carex_foenea","rbcL.fasta","Carex_foenea"
"596","MG228103 Carex gracillima","MG228103","Carex_gracillima","rbcL.fasta","Carex_gracillima"
"597","MG226929 Carex haydenii","MG226929","Carex_haydenii","rbcL.fasta","Carex_haydenii"
"598","MG226570 Carex interior","MG226570","Carex_interior","rbcL.fasta","Carex_interior"
"599","MG227665 Carex lacustris","MG227665","Carex_lacustris","rbcL.fasta","Carex_lacustris"
"600","MK525439 Carex lasiocarpa","MK525439","Carex_lasiocarpa","rbcL.fasta","Carex_lasiocarpa"
"601","MG227696 Carex vulpinoidea","MG227696","Carex_vulpinoidea","rbcL.fasta","Carex_vulpinoidea"
"602","MG228249 Carex oligosperma","MG228249","Carex_oligosperma","rbcL.fasta","Carex_oligosperma"
"603","MG227711 Carex pensylvanica","MG227711","Carex_pensylvanica","rbcL.fasta","Carex_pensylvanica"
"604","MK525481 Carex rostrata","MK525481","Carex_rostrata","rbcL.fasta","Carex_rostrata"
"605","MG191387 Carex scoparia","MG191387","Carex_scoparia","rbcL.fasta","Carex_scoparia"
"606","MK525491 Carex stricta","MK525491","Carex_stricta","rbcL.fasta","Carex_stricta"
"607","MN555786 Chamaecrista fasciculata","MN555786","Chamaecrista_fasciculata","rbcL.fasta","Chamaecrista_fasciculata"
"608","MG249604 Ceanothus americanus","MG249604","Ceanothus_americanus","rbcL.fasta","Ceanothus_americanus"
"609","MG246573 Celastrus scandens","MG246573","Celastrus_scandens","rbcL.fasta","Celastrus_scandens"
"610","MG227221 Cenchrus longispinus","MG227221","Cenchrus_longispinus","rbcL.fasta","Cenchrus_longispinus"
"611","LC610824 Chamaedaphne calyculata","LC610824","Chamaedaphne_calyculata","rbcL.fasta","Chamaedaphne_calyculata"
"612","MH658136 Chenopodium album","MH658136","Chenopodium_album","rbcL.fasta","Chenopodium_album"
"613","MW718965 Chenopodiastrum hybridum","MW718965","Chenopodiastrum_hybridum","rbcL.fasta","Chenopodiastrum_hybridum"
"614","MG248030 Chenopodium leptophyllum","MG248030","Chenopodium_leptophyllum","rbcL.fasta","Chenopodium_leptophyllum"
"615","MG223520 Heterotheca villosa","MG223520","Heterotheca_villosa","rbcL.fasta","Heterotheca_villosa"
"616","MG223080 Cicuta bulbifera","MG223080","Cicuta_bulbifera","rbcL.fasta","Cicuta_bulbifera"
"617","MK924464 Circaea lutetiana","MK924464","Circaea_lutetiana","rbcL.fasta","Circaea_lutetiana"
"618","MW010948 Cirsium arvense","MW010948","Cirsium_arvense","rbcL.fasta","Cirsium_arvense"
"619","MK525565 Cirsium discolor","MK525565","Cirsium_discolor","rbcL.fasta","Cirsium_discolor"
"620","MG249928 Comandra umbellata","MG249928","Comandra_umbellata","rbcL.fasta","Comandra_umbellata"
"621","MT932017 Convolvulus arvensis","MT932017","Convolvulus_arvensis","rbcL.fasta","Convolvulus_arvensis"
"622","OP711273 Erigeron canadensis","OP711273","Erigeron_canadensis","rbcL.fasta","Erigeron_canadensis"
"623","MK525600 Coreopsis palmata","MK525600","Coreopsis_palmata","rbcL.fasta","Coreopsis_palmata"
"624","KP643905 Cornus alternifolia","KP643905","Cornus_alternifolia","rbcL.fasta","Cornus_alternifolia"
"625","MG224388 Cornus sericea","MG224388","Cornus_sericea","rbcL.fasta","Cornus_sericea"
"626","MG249900 Corylus americana","MG249900","Corylus_americana","rbcL.fasta","Corylus_americana"
"627","MG223526 Crepis tectorum","MG223526","Crepis_tectorum","rbcL.fasta","Crepis_tectorum"
"628","MG247172 Cycloloma atriplicifolium","MG247172","Dysphania_atriplicifolia","rbcL.fasta","Cycloloma_atriplicifolium"
"629","KY627183 Cyperus filiculmis","KY627183","Cyperus_filiculmis","rbcL.fasta","Cyperus_filiculmis"
"630","MG228091 Cyperus schweinitzii","MG228091","Cyperus_schweinitzii","rbcL.fasta","Cyperus_schweinitzii"
"631","MK525649 Cyperus strigosus","MK525649","Cyperus_strigosus","rbcL.fasta","Cyperus_strigosus"
"632","MF596712 Danthonia spicata","MF596712","Danthonia_spicata","rbcL.fasta","Danthonia_spicata"
"633","MG246676 Delphinium carolinianum","MG246676","Delphinium_carolinianum","rbcL.fasta","Delphinium_carolinianum"
"634","MK525679 Desmodium canadense","MK525679","Desmodium_canadense","rbcL.fasta","Desmodium_canadense"
"635","MG249909 Hylodesmum glutinosum","MG249909","Hylodesmum_glutinosum","rbcL.fasta","Hylodesmum_glutinosum"
"636","OL434839 Digitaria sanguinalis","OL434839","Digitaria_sanguinalis","rbcL.fasta","Digitaria_sanguinalis"
"637","MW010892 Dulichium arundinaceum","MW010892","Dulichium_arundinaceum","rbcL.fasta","Dulichium_arundinaceum"
"638","MF596741 Elymus canadensis","MF596741","Elymus_canadensis","rbcL.fasta","Elymus_canadensis"
"639","MF596763 Elymus trachycaulus","MF596763","Elymus_violaceus","rbcL.fasta","Elymus_trachycaulus"
"640","MT931743 Chamaenerion angustifolium","MT931743","Chamaenerion_angustifolium","rbcL.fasta","Chamaenerion_angustifolium"
"641","KP643947 Epilobium ciliatum","KP643947","Epilobium_ciliatum","rbcL.fasta","Epilobium_ciliatum"
"642","MG248399 Epilobium leptophyllum","MG248399","Epilobium_leptophyllum","rbcL.fasta","Epilobium_leptophyllum"
"643","MK525793 Eragrostis spectabilis","MK525793","Eragrostis_spectabilis","rbcL.fasta","Eragrostis_spectabilis"
"644","MK525794 Eragrostis trichodes","MK525794","Eragrostis_trichodes","rbcL.fasta","Eragrostis_trichodes"
"645","OP710969 Erechtites hieraciifolius","OP710969","Erechtites_hieraciifolius","rbcL.fasta","Erechtites_hieraciifolius"
"646","MH658139 Erigeron annuus","MH658139","Erigeron_annuus","rbcL.fasta","Erigeron_annuus"
"647","MW010960 Eupatorium perfoliatum","MW010960","Eupatorium_perfoliatum","rbcL.fasta","Eupatorium_perfoliatum"
"648","KP643888 Euphorbia corollata","KP643888","Euphorbia_corollata","rbcL.fasta","Euphorbia_corollata"
"649","MG249086 Euphorbia geyeri","MG249086","Euphorbia_geyeri","rbcL.fasta","Euphorbia_geyeri"
"650","MG248984 Euphorbia glyptosperma","MG248984","Euphorbia_glyptosperma","rbcL.fasta","Euphorbia_glyptosperma"
"651","MK525840 Euthamia graminifolia","MK525840","Euthamia_graminifolia","rbcL.fasta","Euthamia_graminifolia"
"652","MF158779 Festuca rubra","MF158779","Festuca_rubra","rbcL.fasta","Festuca_rubra"
"653","MT931934 Fragaria vesca","MT931934","Fragaria_vesca","rbcL.fasta","Fragaria_vesca"
"654","MK525861 Fragaria virginiana","MK525861","Fragaria_virginiana","rbcL.fasta","Fragaria_virginiana"
"655","KP643769 Fraxinus americana","KP643769","Fraxinus_americana","rbcL.fasta","Fraxinus_americana"
"656","MG223245 Fraxinus nigra","MG223245","Fraxinus_nigra","rbcL.fasta","Fraxinus_nigra"
"657","MK525865 Fraxinus pennsylvanica","MK525865","Fraxinus_pennsylvanica","rbcL.fasta","Fraxinus_pennsylvanica"
"658","MT931544 Galium aparine","MT931544","Galium_aparine","rbcL.fasta","Galium_aparine"
"659","MT931546 Galium boreale","MT931546","Galium_boreale","rbcL.fasta","Galium_boreale"
"660","MG223549 Gentiana andrewsii","MG223549","Gentiana_andrewsii","rbcL.fasta","Gentiana_andrewsii"
"661","KP644002 Geranium maculatum","KP644002","Geranium_maculatum","rbcL.fasta","Geranium_maculatum"
"662","MK525914 Glechoma hederacea","MK525914","Glechoma_hederacea","rbcL.fasta","Glechoma_hederacea"
"663","MF596821 Glyceria grandis","MF596821","Glyceria_grandis","rbcL.fasta","Glyceria_grandis"
"664","OQ391895 Gamochaeta purpurea","OQ391895","Gamochaeta_purpurea","rbcL.fasta","Gamochaeta_purpurea"
"665","MG223938 Gnaphalium uliginosum","MG223938","Gnaphalium_uliginosum","rbcL.fasta","Gnaphalium_uliginosum"
"666","MG226073 Platanthera lacera","MG226073","Platanthera_lacera","rbcL.fasta","Platanthera_lacera"
"667","MG223887 Hackelia deflexa","MG223887","Hackelia_deflexa","rbcL.fasta","Hackelia_deflexa"
"668","MG223566 Hedeoma hispida","MG223566","Hedeoma_hispida","rbcL.fasta","Hedeoma_hispida"
"669","MG224442 Helenium autumnale","MG224442","Helenium_autumnale","rbcL.fasta","Helenium_autumnale"
"670","MG224131 Helianthus giganteus","MG224131","Helianthus_giganteus","rbcL.fasta","Helianthus_giganteus"
"671","MG224446 Helianthus hirsutus","MG224446","Helianthus_hirsutus","rbcL.fasta","Helianthus_hirsutus"
"672","MK525956 Helianthus petiolaris","MK525956","Helianthus_petiolaris","rbcL.fasta","Helianthus_petiolaris"
"673","MK525959 Heliopsis helianthoides","MK525959","Heliopsis_helianthoides","rbcL.fasta","Heliopsis_helianthoides"
"674","MG249526 Heuchera richardsonii","MG249526","Heuchera_richardsonii","rbcL.fasta","Heuchera_richardsonii"
"675","MG224321 Pilosella aurantiaca","MG224321","Pilosella_aurantiaca","rbcL.fasta","Pilosella_aurantiaca"
"676","MK525971 Hieracium longipilum","MK525971","Hieracium_longipilum","rbcL.fasta","Hieracium_longipilum"
"677","MK925477 Hierochloe odorata","MK925477","Anthoxanthum_nitens","rbcL.fasta","Hierochloe_odorata"
"678","KP644108 Houstonia longifolia","KP644108","Houstonia_longifolia","rbcL.fasta","Houstonia_longifolia"
"679","MG249055 Hypericum majus","MG249055","Hypericum_majus","rbcL.fasta","Hypericum_majus"
"680","MK526006 Hypoxis hirsuta","MK526006","Hypoxis_hirsuta","rbcL.fasta","Hypoxis_hirsuta"
"681","MK526009 Ilex verticillata","MK526009","Ilex_verticillata","rbcL.fasta","Ilex_verticillata"
"682","MK526012 Impatiens capensis","MK526012","Impatiens_capensis","rbcL.fasta","Impatiens_capensis"
"683","MK526022 Iris versicolor","MK526022","Iris_versicolor","rbcL.fasta","Iris_versicolor"
"684","MN206231 Juncus tenuis","MN206231","Juncus_tenuis","rbcL.fasta","Juncus_tenuis"
"685","LC690788 Juniperus communis","LC690788","Juniperus_communis","rbcL.fasta","Juniperus_communis"
"686","MK526052 Juniperus virginiana","MK526052","Juniperus_virginiana","rbcL.fasta","Juniperus_virginiana"
"687","MG223992 Krigia biflora","MG223992","Krigia_biflora","rbcL.fasta","Krigia_biflora"
"688","KJ593492 Lactuca biennis","KJ593492","Lactuca_biennis","rbcL.fasta","Lactuca_biennis"
"689","KP643668 Lactuca canadensis","KP643668","Lactuca_canadensis","rbcL.fasta","Lactuca_canadensis"
"690","MT930493 Lactuca serriola","MT930493","Lactuca_serriola","rbcL.fasta","Lactuca_serriola"
"691","MG215582 Larix laricina","MG215582","Larix_laricina","rbcL.fasta","Larix_laricina"
"692","MG249418 Lathyrus ochroleucus","MG249418","Lathyrus_ochroleucus","rbcL.fasta","Lathyrus_ochroleucus"
"693","MK526073 Lathyrus venosus","MK526073","Lathyrus_venosus","rbcL.fasta","Lathyrus_venosus"
"694","MK526076 Lechea stricta","MK526076","Lechea_stricta","rbcL.fasta","Lechea_stricta"
"695","MK526079 Leersia oryzoides","MK526079","Leersia_oryzoides","rbcL.fasta","Leersia_oryzoides"
"696","MG249005 Lepidium densiflorum","MG249005","Lepidium_densiflorum","rbcL.fasta","Lepidium_densiflorum"
"697","OL434716 Lepidium virginicum","OL434716","Lepidium_virginicum","rbcL.fasta","Lepidium_virginicum"
"698","MK525706 Digitaria cognata","MK525706","Digitaria_cognata","rbcL.fasta","Digitaria_cognata"
"699","MG249312 Lespedeza capitata","MG249312","Lespedeza_capitata","rbcL.fasta","Lespedeza_capitata"
"700","MG223434 Liatris aspera","MG223434","Liatris_aspera","rbcL.fasta","Liatris_aspera"
"701","MG224416 Liatris ligulistylis","MG224416","Liatris_ligulistylis","rbcL.fasta","Liatris_ligulistylis"
"702","MK526099 Liatris pycnostachya","MK526099","Liatris_pycnostachya","rbcL.fasta","Liatris_pycnostachya"
"703","MT931666 Linaria vulgaris","MT931666","Linaria_vulgaris","rbcL.fasta","Linaria_vulgaris"
"704","MG223618 Lithospermum canescens","MG223618","Lithospermum_canescens","rbcL.fasta","Lithospermum_canescens"
"705","MG224566 Lithospermum carolinense","MG224566","Lithospermum_carolinense","rbcL.fasta","Lithospermum_carolinense"
"706","KP644032 Lobelia siphilitica","KP644032","Lobelia_siphilitica","rbcL.fasta","Lobelia_siphilitica"
"707","MG224243 Lobelia spicata","MG224243","Lobelia_spicata","rbcL.fasta","Lobelia_spicata"
"708","MN206583 Lolium multiflorum","MN206583","Lolium_multiflorum","rbcL.fasta","Lolium_multiflorum"
"709","MG224262 Lonicera dioica","MG224262","Lonicera_dioica","rbcL.fasta","Lonicera_dioica"
"710","LC694241 Lonicera tatarica","LC694241","Lonicera_tatarica","rbcL.fasta","Lonicera_tatarica"
"711","KJ841385 Lonicera morrowii","KJ841385","Lonicera_morrowii","rbcL.fasta","Lonicera_morrowii"
"712","MG246861 Ludwigia polycarpa","MG246861","Ludwigia_polycarpa","rbcL.fasta","Ludwigia_polycarpa"
"713","MK526137 Lupinus perennis","MK526137","Lupinus_perennis","rbcL.fasta","Lupinus_perennis"
"714","MG221269 Lycopus americanus","MG221269","Lycopus_americanus","rbcL.fasta","Lycopus_americanus"
"715","MW010972 Lycopus uniflorus","MW010972","Lycopus_uniflorus","rbcL.fasta","Lycopus_uniflorus"
"716","KP643981 Lysimachia ciliata","KP643981","Lysimachia_ciliata","rbcL.fasta","Lysimachia_ciliata"
"717","MK925501 Lysimachia thyrsiflora","MK925501","Lysimachia_thyrsiflora","rbcL.fasta","Lysimachia_thyrsiflora"
"718","OL434738 Medicago lupulina","OL434738","Medicago_lupulina","rbcL.fasta","Medicago_lupulina"
"719","MT931449 Medicago sativa","MT931449","Medicago_sativa","rbcL.fasta","Medicago_sativa"
"720","MT931456 Melilotus officinalis","MT931456","Melilotus_officinalis","rbcL.fasta","Melilotus_officinalis"
"721","MG224693 Mimulus ringens","MG224693","Mimulus_ringens","rbcL.fasta","Mimulus_ringens"
"722","MG249258 Mirabilis albida","MG249258","Mirabilis_albida","rbcL.fasta","Mirabilis_albida"
"723","MG248224 Mirabilis nyctaginea","MG248224","Mirabilis_nyctaginea","rbcL.fasta","Mirabilis_nyctaginea"
"724","MK526202 Mollugo verticillata","MK526202","Mollugo_verticillata","rbcL.fasta","Mollugo_verticillata"
"725","MK526203 Monarda fistulosa","MK526203","Monarda_fistulosa","rbcL.fasta","Monarda_fistulosa"
"726","MK526204 Monarda punctata","MK526204","Monarda_punctata","rbcL.fasta","Monarda_punctata"
"727","MG228017 Muhlenbergia racemosa","MG228017","Muhlenbergia_racemosa","rbcL.fasta","Muhlenbergia_racemosa"
"728","KY627425 Oenothera biennis","KY627425","Oenothera_biennis","rbcL.fasta","Oenothera_biennis"
"729","MK526254 Oenothera parviflora","MK526254","Oenothera_parviflora","rbcL.fasta","Oenothera_parviflora"
"730","MF596898 Panicum capillare","MF596898","Panicum_capillare","rbcL.fasta","Panicum_capillare"
"731","KY627164 Dichanthelium acuminatum","KY627164","Dichanthelium_acuminatum","rbcL.fasta","Dichanthelium_acuminatum"
"732","KY626896 Dichanthelium oligosanthes","KY626896","Dichanthelium_oligosanthes","rbcL.fasta","Dichanthelium_oligosanthes"
"733","MK526289 Panicum virgatum","MK526289","Panicum_virgatum","rbcL.fasta","Panicum_virgatum"
"734","MG249097 Parietaria pensylvanica","MG249097","Parietaria_pensylvanica","rbcL.fasta","Parietaria_pensylvanica"
"735","MG249125 Parthenocissus inserta","MG249125","Parthenocissus_inserta","rbcL.fasta","Parthenocissus_inserta"
"736","KY627122 Parthenocissus quinquefolia","KY627122","Parthenocissus_quinquefolia","rbcL.fasta","Parthenocissus_quinquefolia"
"737","KY626757 Paspalum setaceum","KY626757","Paspalum_setaceum","rbcL.fasta","Paspalum_setaceum"
"738","KP643854 Pedicularis canadensis","KP643854","Pedicularis_canadensis","rbcL.fasta","Pedicularis_canadensis"
"739","MG222404 Penstemon digitalis","MG222404","Penstemon_digitalis","rbcL.fasta","Penstemon_digitalis"
"740","MG222004 Penstemon gracilis","MG222004","Penstemon_gracilis","rbcL.fasta","Penstemon_gracilis"
"741","MG249714 Penthorum sedoides","MG249714","Penthorum_sedoides","rbcL.fasta","Penthorum_sedoides"
"742","MK525663 Dalea purpurea","MK525663","Dalea_purpurea","rbcL.fasta","Dalea_purpurea"
"743","MK525664 Dalea villosa","MK525664","Dalea_villosa","rbcL.fasta","Dalea_villosa"
"744","MK526323 Phalaris arundinacea","MK526323","Phalaris_arundinacea","rbcL.fasta","Phalaris_arundinacea"
"745","MN206672 Phleum pratense","MN206672","Phleum_pratense","rbcL.fasta","Phleum_pratense"
"746","MG223968 Phlox paniculata","MG223968","Phlox_paniculata","rbcL.fasta","Phlox_paniculata"
"747","MH658757 Phryma leptostachya","MH658757","Phryma_leptostachya","rbcL.fasta","Phryma_leptostachya"
"748","OP711076 Physalis pubescens","OP711076","Physalis_pubescens","rbcL.fasta","Physalis_pubescens"
"749","MK526338 Physalis virginiana","MK526338","Physalis_virginiana","rbcL.fasta","Physalis_virginiana"
"750","MG215335 Pinus banksiana","MG215335","Pinus_banksiana","rbcL.fasta","Pinus_banksiana"
"751","MG215433 Pinus resinosa","MG215433","Pinus_resinosa","rbcL.fasta","Pinus_resinosa"
"752","MK895590 Pinus strobus","MK895590","Pinus_strobus","rbcL.fasta","Pinus_strobus"
"753","OL434786 Plantago lanceolata","OL434786","Plantago_lanceolata","rbcL.fasta","Plantago_lanceolata"
"754","MF596945 Poa compressa","MF596945","Poa_compressa","rbcL.fasta","Poa_compressa"
"755","KY888679 Poa palustris","KY888679","Poa_palustris","rbcL.fasta","Poa_palustris"
"756","MG249077 Polygala sanguinea","MG249077","Polygala_sanguinea","rbcL.fasta","Polygala_sanguinea"
"757","KP644050 Polygonatum biflorum","KP644050","Polygonatum_biflorum","rbcL.fasta","Polygonatum_biflorum"
"758","MG248148 Persicaria amphibia","MG248148","Persicaria_amphibia","rbcL.fasta","Persicaria_amphibia"
"759","MG249533 Fallopia cilinodis","MG249533","Parogonum_ciliinode","rbcL.fasta","Fallopia_cilinodis"
"760","MT931204 Fallopia convolvulus","MT931204","Fallopia_convolvulus","rbcL.fasta","Fallopia_convolvulus"
"761","MH657477 Persicaria hydropiper","MH657477","Persicaria_hydropiper","rbcL.fasta","Persicaria_hydropiper"
"762","MH658426 Persicaria lapathifolia","MH658426","Persicaria_lapathifolia","rbcL.fasta","Persicaria_lapathifolia"
"763","MG245946 Persicaria pensylvanica","MG245946","Persicaria_pensylvanica","rbcL.fasta","Persicaria_pensylvanica"
"764","MT937075 Persicaria maculosa","MT937075","Persicaria_maculosa","rbcL.fasta","Persicaria_maculosa"
"765","MK526320 Persicaria sagittata","MK526320","Persicaria_sagittata","rbcL.fasta","Persicaria_sagittata"
"766","MG249198 Fallopia scandens","MG249198","Fallopia_scandens","rbcL.fasta","Fallopia_scandens"
"767","MG249944 Polygonum tenue","MG249944","Polygonum_tenue","rbcL.fasta","Polygonum_tenue"
"768","MG248058 Populus balsamifera","MG248058","Populus_balsamifera","rbcL.fasta","Populus_balsamifera"
"769","MH574047 Populus deltoides","MH574047","Populus_deltoides","rbcL.fasta","Populus_deltoides"
"770","MG247424 Populus grandidentata","MG247424","Populus_grandidentata","rbcL.fasta","Populus_grandidentata"
"771","MG249960 Populus tremuloides","MG249960","Populus_tremuloides","rbcL.fasta","Populus_tremuloides"
"772","MT931224 Portulaca oleracea","MT931224","Portulaca_oleracea","rbcL.fasta","Portulaca_oleracea"
"773","MK924831 Potentilla argentea","MK924831","Potentilla_argentea","rbcL.fasta","Potentilla_argentea"
"774","MG249557 Drymocallis arguta","MG249557","Drymocallis_arguta","rbcL.fasta","Drymocallis_arguta"
"775","MK526439 Potentilla norvegica","MK526439","Potentilla_norvegica","rbcL.fasta","Potentilla_norvegica"
"776","MK525583 Comarum palustre","MK525583","Comarum_palustre","rbcL.fasta","Comarum_palustre"
"777","MG249942 Potentilla recta","MG249942","Potentilla_recta","rbcL.fasta","Potentilla_recta"
"778","KP643886 Potentilla simplex","KP643886","Potentilla_simplex","rbcL.fasta","Potentilla_simplex"
"779","KP644134 Nabalus albus","KP644134","Nabalus_albus","rbcL.fasta","Nabalus_albus"
"780","MK526445 Nabalus racemosus","MK526445","Nabalus_racemosus","rbcL.fasta","Nabalus_racemosus"
"781","MG248083 Prunus americana","MG248083","Prunus_americana","rbcL.fasta","Prunus_americana"
"782","MG248042 Prunus pensylvanica","MG248042","Prunus_pensylvanica","rbcL.fasta","Prunus_pensylvanica"
"783","MG249952 Prunus pumila","MG249952","Prunus_pumila","rbcL.fasta","Prunus_pumila"
"784","OP711256 Prunus serotina","OP711256","Prunus_serotina","rbcL.fasta","Prunus_serotina"
"785","KP644125 Prunus virginiana","KP644125","Prunus_virginiana","rbcL.fasta","Prunus_virginiana"
"786","MG224042 Pycnanthemum virginianum","MG224042","Pycnanthemum_virginianum","rbcL.fasta","Pycnanthemum_virginianum"
"787","JN893276 Pyrola rotundifolia","JN893276","Pyrola_rotundifolia","rbcL.fasta","Pyrola_rotundifolia"
"788","MG246612 Quercus alba","MG246612","Quercus_alba","rbcL.fasta","Quercus_alba"
"789","HQ619752 Quercus petraea","HQ619752","Quercus_petraea","rbcL.fasta","Quercus_petraea"
"790","MG247505 Quercus ellipsoidalis","MG247505","Quercus_ellipsoidalis","rbcL.fasta","Quercus_ellipsoidalis"
"791","MG245989 Quercus macrocarpa","MG245989","Quercus_macrocarpa","rbcL.fasta","Quercus_macrocarpa"
"792","MG248706 Rhamnus cathartica","MG248706","Rhamnus_cathartica","rbcL.fasta","Rhamnus_cathartica"
"793","MG248176 Frangula alnus","MG248176","Frangula_alnus","rbcL.fasta","Frangula_alnus"
"794","MK526498 Rhus glabra","MK526498","Rhus_glabra","rbcL.fasta","Rhus_glabra"
"795","KY627049 Toxicodendron radicans","KY627049","Toxicodendron_radicans","rbcL.fasta","Toxicodendron_radicans"
"796","MG249843 Rhus typhina","MG249843","Rhus_typhina","rbcL.fasta","Rhus_typhina"
"797","MK526508 Ribes hirtellum","MK526508","Ribes_hirtellum","rbcL.fasta","Ribes_hirtellum"
"798","MH658052 Robinia pseudoacacia","MH658052","Robinia_pseudoacacia","rbcL.fasta","Robinia_pseudoacacia"
"799","MK526520 Rosa arkansana","MK526520","Rosa_arkansana","rbcL.fasta","Rosa_arkansana"
"800","MG249262 Rosa blanda","MG249262","Rosa_blanda","rbcL.fasta","Rosa_blanda"
"801","KP643908 Rosa carolina","KP643908","Rosa_carolina","rbcL.fasta","Rosa_carolina"
"802","MG249253 Rubus allegheniensis","MG249253","Rubus_allegheniensis","rbcL.fasta","Rubus_allegheniensis"
"803","KP643972 Rubus flagellaris","KP643972","Rubus_flagellaris","rbcL.fasta","Rubus_flagellaris"
"804","MZ128517 Rubus idaeus","MZ128517","Rubus_idaeus","rbcL.fasta","Rubus_idaeus"
"805","LC515877 Rubus occidentalis","LC515877","Rubus_occidentalis","rbcL.fasta","Rubus_occidentalis"
"806","MG249679 Rubus pubescens","MG249679","Rubus_pubescens","rbcL.fasta","Rubus_pubescens"
"807","MW927266 Rumex acetosella","MW927266","Rumex_acetosella","rbcL.fasta","Rumex_acetosella"
"808","MG247385 Rumex britannica","MG247385","Rumex_britannica","rbcL.fasta","Rumex_britannica"
"809","MG249121 Salix bebbiana","MG249121","Salix_bebbiana","rbcL.fasta","Salix_bebbiana"
"810","MG249139 Salix discolor","MG249139","Salix_discolor","rbcL.fasta","Salix_discolor"
"811","KJ841546 Salix petiolaris","KJ841546","Salix_petiolaris","rbcL.fasta","Salix_petiolaris"
"812","MG247832 Salix interior","MG247832","Salix_interior","rbcL.fasta","Salix_interior"
"813","MG246522 Salix pedicellaris","MG246522","Salix_pedicellaris","rbcL.fasta","Salix_pedicellaris"
"814","MK526606 Salix pyrifolia","MK526606","Salix_pyrifolia","rbcL.fasta","Salix_pyrifolia"
"815","KJ841547 Salix serissima","KJ841547","Salix_serissima","rbcL.fasta","Salix_serissima"
"816","MH598916 Kali turgidum","MH598916","Salsola_kali","rbcL.fasta","Kali_turgidum"
"817","MG249321 Micranthes pensylvanica","MG249321","Micranthes_pensylvanica","rbcL.fasta","Micranthes_pensylvanica"
"818","MF597036 Schizachne purpurascens","MF597036","Schizachne_purpurascens","rbcL.fasta","Schizachne_purpurascens"
"819","KY627545 Schizachyrium scoparium","KY627545","Schizachyrium_scoparium","rbcL.fasta","Schizachyrium_scoparium"
"820","MW010909 Scirpus cyperinus","MW010909","Scirpus_cyperinus","rbcL.fasta","Scirpus_cyperinus"
"821","JQ591246 Eleocharis geniculata","JQ591246","Eleocharis_geniculata","rbcL.fasta","Eleocharis_geniculata"
"822","MG227783 Scleria triglomerata","MG227783","Scleria_triglomerata","rbcL.fasta","Scleria_triglomerata"
"823","MG224525 Scutellaria galericulata","MG224525","Scutellaria_galericulata","rbcL.fasta","Scutellaria_galericulata"
"824","MG223832 Scutellaria lateriflora","MG223832","Scutellaria_lateriflora","rbcL.fasta","Scutellaria_lateriflora"
"825","HQ644068 Scutellaria parvula","HQ644068","Scutellaria_parvula","rbcL.fasta","Scutellaria_parvula"
"826","MF597037 Secale cereale","MF597037","Secale_cereale","rbcL.fasta","Secale_cereale"
"827","MW010982 Packera aurea","MW010982","Packera_aurea","rbcL.fasta","Packera_aurea"
"828","MK526278 Packera paupercula","MK526278","Packera_paupercula","rbcL.fasta","Packera_paupercula"
"829","MF597039 Setaria italica","MF597039","Setaria_italica","rbcL.fasta","Setaria_italica"
"830","MH215255 Cenchrus americanus","MH215255","Cenchrus_americanus","rbcL.fasta","Cenchrus_americanus"
"831","MT931839 Setaria viridis","MT931839","Setaria_viridis","rbcL.fasta","Setaria_viridis"
"832","KY627071 Silene antirrhina","KY627071","Silene_antirrhina","rbcL.fasta","Silene_antirrhina"
"833","MW174826 Sisymbrium altissimum","MW174826","Sisymbrium_altissimum","rbcL.fasta","Sisymbrium_altissimum"
"834","MK526683 Sisyrinchium campestre","MK526683","Sisyrinchium_campestre","rbcL.fasta","Sisyrinchium_campestre"
"835","MK526162 Maianthemum racemosum","MK526162","Maianthemum_racemosum","rbcL.fasta","Maianthemum_racemosum"
"836","MG227838 Maianthemum stellatum","MG227838","Maianthemum_stellatum","rbcL.fasta","Maianthemum_stellatum"
"837","MK526689 Smilax herbacea","MK526689","Smilax_herbacea","rbcL.fasta","Smilax_herbacea"
"838","KY627210 Solanum americanum","KY627210","Solanum_americanum","rbcL.fasta","Solanum_americanum"
