node,taxonomy_tips,backbone_tips,simulated_tips,backbone_monophyletic,simulated_monophyletic,backbone_birth,simulated_birth,backbone_death,simulated_death,warnings
Achillea,2,1,2,True,True,0.001000000001,0.1531751915757566,1.0000000010000002e-12,0.0,
Ageratina,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
Ambrosia,2,2,2,True,True,1.445297037586821,1.445297037586821,0.0,0.0,
Antennaria,4,3,4,True,True,197.32201865670285,222.80009525443182,97.32201865670284,122.80009525443182,
Crepis,1,1,1,True,True,0.001000000001,0.001000000001,1.0000000010000002e-12,1.0000000010000002e-12,
Doellingeria,1,1,1,True,True,0.001000000001,0.001000000001,1.0000000010000002e-12,1.0000000010000002e-12,
Echinacea,2,1,2,True,True,0.001000000001,0.24544372891136262,1.0000000010000002e-12,0.0,
Erechtites,2,1,2,True,True,0.001000000001,0.07422380363748447,1.0000000010000002e-12,0.0,
Erigeron,5,4,5,True,True,0.4502428624507237,0.47896697480085854,0.0,0.0,
Xyridaceae,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
Xyris,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
Magnoliopsida,439,,,False,False,,,,,
Apiales,6,4,6,True,True,0.026066389981071726,0.026311092760297316,0.01664097120902066,0.013427547399445674,
Apiaceae,5,3,5,True,True,0.053683344103598665,0.0382043914774368,0.036022440276431665,0.0,
Eupatorium,1,1,1,True,True,0.001000000001,0.001000000001,1.0000000010000002e-12,1.0000000010000002e-12,
Eurybia,1,1,1,True,True,0.001000000001,0.001000000001,1.0000000010000002e-12,1.0000000010000002e-12,
Euthamia,1,1,1,True,True,0.001000000001,0.001000000001,1.0000000010000002e-12,1.0000000010000002e-12,
Eutrochium,2,1,2,True,True,0.001000000001,0.3050707702072512,1.0000000010000002e-12,0.0,
Gamochaeta,2,1,2,True,True,0.001000000001,0.28763284887255786,1.0000000010000002e-12,0.0,
Gnaphalium,2,1,2,True,True,0.001000000001,1.0684831870016585,1.0000000010000002e-12,0.0,
Helenium,1,1,1,True,True,0.001000000001,0.001000000001,1.0000000010000002e-12,1.0000000010000002e-12,
Helianthus,5,3,5,True,True,1.0000000282819324,0.3642106056380443,1.0000000272819323,0.3641386898263456,
Heliopsis,1,1,1,True,True,0.001000000001,0.001000000001,1.0000000010000002e-12,1.0000000010000002e-12,
Heterotheca,1,1,1,True,True,0.001000000001,0.001000000001,1.0000000010000002e-12,1.0000000010000002e-12,
Hieracium,5,2,5,True,True,0.7800521547878302,0.10463065444475486,0.0,0.05952767793687807,
Krigia,1,1,1,True,True,0.001000000001,0.001000000001,1.0000000010000002e-12,1.0000000010000002e-12,
Lactuca,4,3,4,True,True,0.21285563233235427,0.3158084246294769,0.0,0.23247862292818364,
Liatris,3,3,3,True,True,20.38691450440042,20.38691450440042,0.0,0.0,
Nabalus,2,2,2,True,True,3.9179127146907313,3.9179127146907313,0.0,0.0,
Packera,2,2,2,True,True,2.8814294134063965,2.8814294134063965,0.0,0.0,
Pilosella,1,1,1,True,True,0.001000000001,0.001000000001,1.0000000010000002e-12,1.0000000010000002e-12,
Ratibida,1,1,1,True,True,0.001000000001,0.001000000001,1.0000000010000002e-12,1.0000000010000002e-12,
Rudbeckia,1,1,1,True,True,0.001000000001,0.001000000001,1.0000000010000002e-12,1.0000000010000002e-12,
Senecio,2,0,2,False,True,,0.15656395173702173,,0.0,
Solidago,10,9,10,True,True,3.1202438425747308,3.129734440104908,0.0,0.0,
Sonchus,1,1,1,True,True,0.001000000001,0.001000000001,1.0000000010000002e-12,1.0000000010000002e-12,
Symphyotrichum,6,,,False,False,,,,,
Taraxacum,3,1,3,True,True,0.001000000001,0.0806197453262484,1.0000000010000002e-12,0.0,
Tragopogon,2,1,2,True,True,0.001000000001,0.054328368263909244,1.0000000010000002e-12,0.0,
Vernonia,1,1,1,True,True,0.001000000001,0.001000000001,1.0000000010000002e-12,1.0000000010000002e-12,
Campanulaceae,6,,,False,False,,,,,
Campanula,1,1,1,True,True,0.001000000001,0.001000000001,1.0000000010000002e-12,1.0000000010000002e-12,
Lobelia,2,2,2,True,True,0.08233658371735517,0.08233658371735517,0.0,0.0,
Palustricodon,3,1,3,True,True,0.001000000001,0.061478595014993524,1.0000000010000002e-12,0.0,
Brassicaceae,13,9,13,True,True,0.055153151562907045,0.06031005652799211,0.0,0.0,
Arabis,2,1,2,True,True,0.001000000001,0.39429896763532096,1.0000000010000002e-12,0.0,
Barbarea,1,1,1,True,True,0.001000000001,0.001000000001,1.0000000010000002e-12,1.0000000010000002e-12,
Berteroa,1,1,1,True,True,0.001000000001,0.001000000001,1.0000000010000002e-12,1.0000000010000002e-12,
Boechera,2,1,2,True,True,0.001000000001,0.03580119346863462,1.0000000010000002e-12,0.0,
Capsella,1,1,1,True,True,0.001000000001,0.001000000001,1.0000000010000002e-12,1.0000000010000002e-12,
Leavenworthia,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
Lepidium,3,2,3,True,True,0.09777052179648454,0.11704730385427932,0.0,0.0,
Sisymbrium,1,1,1,True,True,0.001000000001,0.001000000001,1.0000000010000002e-12,1.0000000010000002e-12,
Turritis,1,1,1,True,True,0.001000000001,0.001000000001,1.0000000010000002e-12,1.0000000010000002e-12,
Boraginales,6,5,6,True,True,0.1008963617841432,0.10623420123575313,0.10089552492293269,0.10623299390144067,
Boraginaceae,6,5,6,True,True,0.1008963617841432,0.10623420123575313,0.10089552492293269,0.10623299390144067,
Hackelia,2,2,2,True,True,0.06870598019978895,0.06870598019978895,0.0,0.0,
Lithospermum,4,3,4,True,True,0.19290677945303894,0.17765832614196575,0.0,0.0,
Brassicales,13,9,13,True,True,0.055153151562907045,0.06031005652799211,0.0,0.0,
Caryophyllales,75,,,False,False,,,,,
Aizoaceae,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
Roosia,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
Amaranthaceae,9,,,False,False,,,,,
Amaranthus,1,1,1,True,True,0.001000000001,0.001000000001,1.0000000010000002e-12,1.0000000010000002e-12,
Chenopodiastrum,2,1,2,True,True,0.001000000001,0.030221028322986926,1.0000000010000002e-12,0.0,
Chenopodium,3,2,3,True,True,0.44837055065176357,0.15731915012391295,0.0,0.0,
Dysphania,2,1,2,True,True,0.001000000001,0.19830233321524737,1.0000000010000002e-12,0.0,
Salsola,1,1,1,True,True,0.001000000001,0.001000000001,1.0000000010000002e-12,1.0000000010000002e-12,
Cactaceae,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
Deamia,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
Caryophyllaceae,6,5,6,True,True,0.017049196098071134,0.016291287909232365,0.0,0.0,
Moehringia,1,1,1,True,True,0.001000000001,0.001000000001,1.0000000010000002e-12,1.0000000010000002e-12,
Silene,3,,,False,False,,,,,
Stellaria,2,,,False,False,,,,,
Fabaceae,36,,,False,False,,,,,
Parogonum,1,1,1,True,True,0.001000000001,0.001000000001,1.0000000010000002e-12,1.0000000010000002e-12,
Amphicarpaea,2,1,2,True,True,0.001000000001,0.07724502914610627,1.0000000010000002e-12,0.0,
Astragalus,1,1,1,True,True,0.001000000001,0.001000000001,1.0000000010000002e-12,1.0000000010000002e-12,
Baptisia,1,1,1,True,True,0.001000000001,0.001000000001,1.0000000010000002e-12,1.0000000010000002e-12,
Chamaecrista,1,1,1,True,True,0.001000000001,0.001000000001,1.0000000010000002e-12,1.0000000010000002e-12,
Dalea,5,,,False,False,,,,,
Desmodium,1,1,1,True,True,0.001000000001,0.001000000001,1.0000000010000002e-12,1.0000000010000002e-12,
Hylodesmum,2,1,2,True,True,0.001000000001,0.04551611835695266,1.0000000010000002e-12,0.0,
Lathyrus,2,2,2,True,True,0.7143115160345842,0.7143115160345842,0.0,0.0,
Lespedeza,1,1,1,True,True,0.001000000001,0.001000000001,1.0000000010000002e-12,1.0000000010000002e-12,
Lupinus,2,1,2,True,True,0.001000000001,0.02067810600865909,1.0000000010000002e-12,0.0,
Medicago,3,2,3,True,True,0.048032400143073216,0.09754953979307097,0.0,0.09554294385414847,
Melilotus,3,2,3,True,True,0.5290807403228932,0.07400771701786597,0.0,0.0,
Petalostemum,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
Robinia,1,1,1,True,True,0.001000000001,0.001000000001,1.0000000010000002e-12,1.0000000010000002e-12,
Strophostyles,1,1,1,True,True,0.001000000001,0.001000000001,1.0000000010000002e-12,1.0000000010000002e-12,
Trifolium,5,4,5,True,True,0.09981401682861003,0.10971712511773031,0.0,0.0,
Vicia,3,2,3,True,True,0.045004443770311306,0.06024554764381126,0.0,0.0,
Molluginaceae,1,1,1,True,True,0.001000000001,0.001000000001,1.0000000010000002e-12,1.0000000010000002e-12,
Mollugo,1,1,1,True,True,0.001000000001,0.001000000001,1.0000000010000002e-12,1.0000000010000002e-12,
Nyctaginaceae,3,2,3,True,True,0.21724479507265743,0.014291127546864001,0.0,0.005567035625105373,
Mirabilis,3,2,3,True,True,0.21724479507265743,0.014291127546864001,0.0,0.005567035625105373,
Polygonaceae,17,13,17,True,True,0.05052469309857274,0.04318989764576374,0.02546133283745857,0.01056664137462958,
Fallopia,2,2,2,True,True,0.0693912844112948,0.0693912844112948,0.0,0.0,
Parogonum,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
Persicaria,7,7,7,True,True,0.09460309289212515,0.09460309289212515,0.043681333531175794,0.043681333531175794,
Polygonella,1,1,1,True,True,0.001000000001,0.001000000001,1.0000000010000002e-12,1.0000000010000002e-12,
Polygonum,2,1,2,True,True,0.001000000001,0.011205648789016502,1.0000000010000002e-12,0.0,
Rumex,4,2,4,True,True,0.04048429954218069,0.04208022007325266,0.0,0.0,
Portulacaceae,1,1,1,True,True,0.001000000001,0.001000000001,1.0000000010000002e-12,1.0000000010000002e-12,
Portulaca,1,1,1,True,True,0.001000000001,0.001000000001,1.0000000010000002e-12,1.0000000010000002e-12,
Celastrales,1,1,1,True,True,0.001000000001,0.001000000001,1.0000000010000002e-12,1.0000000010000002e-12,
Celastraceae,1,1,1,True,True,0.001000000001,0.001000000001,1.0000000010000002e-12,1.0000000010000002e-12,
Celastrus,1,1,1,True,True,0.001000000001,0.001000000001,1.0000000010000002e-12,1.0000000010000002e-12,
__TAXONOMIC_ROOT__,599,453,599,True,True,0.09289470812327613,0.09730942788263378,0.08116160440494585,0.08592261931501399,
A,589,446,589,True,True,0.09071434309410846,0.09586465796610463,0.07537009751820127,0.08099637773936949,
Liliopsida,150,,,False,False,,,,,
Alismatales,2,1,2,True,True,0.001000000001,0.15586765336416433,1.0000000010000002e-12,0.0,
Alismataceae,1,1,1,True,True,0.001000000001,0.001000000001,1.0000000010000002e-12,1.0000000010000002e-12,
Cornales,4,3,4,True,True,0.028517063464800128,0.030521781994801732,0.0,0.0,
Cornaceae,4,3,4,True,True,0.028517063464800128,0.030521781994801732,0.0,0.0,
Cornus,4,3,4,True,True,0.028517063464800128,0.030521781994801732,0.0,0.0,
Dipsacales,5,5,5,True,True,0.022345854861101133,0.022345854861101133,0.01696201180671057,0.01696201180671057,
Caprifoliaceae,4,4,4,True,True,0.032394372354660694,0.032394372354660694,0.0,0.0,
Lonicera,3,3,3,True,True,0.04650120474854874,0.04650120474854874,0.0403818816938452,0.0403818816938452,
Symphoricarpos,1,1,1,True,True,0.001000000001,0.001000000001,1.0000000010000002e-12,1.0000000010000002e-12,
Viburnaceae,1,1,1,True,True,0.001000000001,0.001000000001,1.0000000010000002e-12,1.0000000010000002e-12,
Viburnum,1,1,1,True,True,0.001000000001,0.001000000001,1.0000000010000002e-12,1.0000000010000002e-12,
Ericales,14,,,False,False,,,,,
Balsaminaceae,1,1,1,True,True,0.001000000001,0.001000000001,1.0000000010000002e-12,1.0000000010000002e-12,
Impatiens,1,1,1,True,True,0.001000000001,0.001000000001,1.0000000010000002e-12,1.0000000010000002e-12,
Ericaceae,6,4,6,True,True,0.04695439913600076,0.05964712468126459,0.045960498926879784,0.059646973099661306,
Chamaedaphne,1,1,1,True,True,0.001000000001,0.001000000001,1.0000000010000002e-12,1.0000000010000002e-12,
Pyrola,2,1,2,True,True,0.001000000001,0.060538969436629904,1.0000000010000002e-12,0.0,
Vaccinium,3,2,3,True,True,1.1137408557512183,0.08299405634905467,0.0,0.02074471762143556,
Polemoniaceae,3,2,3,True,True,0.6466306508179105,0.06650199339834806,0.0,0.0,
Phlox,3,2,3,True,True,0.6466306508179105,0.06650199339834806,0.0,0.0,
Primulaceae,4,,,False,False,,,,,
Lysimachia,4,,,False,False,,,,,
Fabales,4,,,False,False,,,,,
Fabaceae,1,1,1,True,True,0.001000000001,0.001000000001,1.0000000010000002e-12,1.0000000010000002e-12,
Amorpha,1,1,1,True,True,0.001000000001,0.001000000001,1.0000000010000002e-12,1.0000000010000002e-12,
Polygalaceae,3,2,3,True,True,0.05835938834760082,0.04907602507163539,0.0,0.0,
Polygala,3,2,3,True,True,0.05835938834760082,0.04907602507163539,0.0,0.0,
Fagales,10,9,10,True,True,0.018062274350929337,0.029264777245856768,0.005266481340465332,0.022407727418383927,
Betulaceae,5,5,5,True,True,0.012560208367208045,0.012560208367208045,0.0,0.0,
Alnus,1,1,1,True,True,0.001000000001,0.001000000001,1.0000000010000002e-12,1.0000000010000002e-12,
Betula,3,3,3,True,True,0.01561566531887927,0.01561566531887927,0.0,0.0,
Corylus,1,1,1,True,True,0.001000000001,0.001000000001,1.0000000010000002e-12,1.0000000010000002e-12,
Asclepias,8,7,8,True,True,0.3343433481280981,0.314231337582353,0.0,0.0,
Gymnema,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
Gentianaceae,1,1,1,True,True,0.001000000001,0.001000000001,1.0000000010000002e-12,1.0000000010000002e-12,
Gentiana,1,1,1,True,True,0.001000000001,0.001000000001,1.0000000010000002e-12,1.0000000010000002e-12,
Rubiaceae,10,7,10,True,True,0.13548439725037068,0.10259366111620352,0.10589029516740392,0.05982335151683154,
Galium,9,6,9,True,True,0.1923801644806692,0.19831391098634085,0.0,0.0,
Houstonia,1,1,1,True,True,0.001000000001,0.001000000001,1.0000000010000002e-12,1.0000000010000002e-12,
Geraniales,1,1,1,True,True,0.001000000001,0.001000000001,1.0000000010000002e-12,1.0000000010000002e-12,
Geraniaceae,1,1,1,True,True,0.001000000001,0.001000000001,1.0000000010000002e-12,1.0000000010000002e-12,
Geranium,1,1,1,True,True,0.001000000001,0.001000000001,1.0000000010000002e-12,1.0000000010000002e-12,
Fagaceae,5,4,5,True,True,0.08366097948217566,0.07638576671512055,0.0,0.0,
Quercus,5,4,5,True,True,0.08366097948217566,0.07638576671512055,0.0,0.0,
Gentianales,22,17,22,True,True,0.0413973290109832,0.18889367471720026,0.028378818883572094,0.18889237283399035,
Apocynaceae,11,9,11,True,True,0.20831148235014774,0.20356182633124176,0.20792976083582318,0.19311319688300568,
Apocynum,2,2,2,True,True,0.05958943921761471,0.05958943921761471,0.0,0.0,
Glechoma,1,1,1,True,True,0.001000000001,0.001000000001,1.0000000010000002e-12,1.0000000010000002e-12,
Hedeoma,1,1,1,True,True,0.001000000001,0.001000000001,1.0000000010000002e-12,1.0000000010000002e-12,
Lycopus,3,2,3,True,True,0.06272534316996664,0.07446526714843345,0.0,0.0,
Monarda,2,,,False,False,,,,,
Mosla,1,1,1,True,True,0.001000000001,0.001000000001,1.0000000010000002e-12,1.0000000010000002e-12,
Lamiales,42,34,42,True,True,0.056807113620588115,0.05286691068603233,0.02602326184149346,0.019550173680380787,
Gesneriaceae,1,1,1,True,True,0.001000000001,0.001000000001,1.0000000010000002e-12,1.0000000010000002e-12,
Seemannia,1,1,1,True,True,0.001000000001,0.001000000001,1.0000000010000002e-12,1.0000000010000002e-12,
Lamiaceae,18,16,18,True,True,0.07502403075502602,0.06455382036562933,0.02611873868742603,0.010369655449730895,
Agastache,1,1,1,True,True,0.001000000001,0.001000000001,1.0000000010000002e-12,1.0000000010000002e-12,
Nepeta,1,1,1,True,True,0.001000000001,0.001000000001,1.0000000010000002e-12,1.0000000010000002e-12,
Prunella,1,1,1,True,True,0.001000000001,0.001000000001,1.0000000010000002e-12,1.0000000010000002e-12,
Pycnanthemum,1,1,1,True,True,0.001000000001,0.001000000001,1.0000000010000002e-12,1.0000000010000002e-12,
Scutellaria,3,3,3,True,True,0.3938073060144429,0.3938073060144429,0.0,0.0,
Stachys,3,2,3,True,True,0.06863998049340825,0.025805613221322778,0.0,0.0,
Lentibulariaceae,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
Utricularia,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
Oleaceae,3,3,3,True,True,0.07758131990413565,0.07758131990413565,0.0,0.0,
Fraxinus,3,3,3,True,True,0.07758131990413565,0.07758131990413565,0.0,0.0,
Orobanchaceae,2,1,2,True,True,0.001000000001,0.050593028939727905,1.0000000010000002e-12,0.0,
Pedicularis,2,1,2,True,True,0.001000000001,0.050593028939727905,1.0000000010000002e-12,0.0,
Phrymaceae,2,,,False,False,,,,,
Mimulus,1,1,1,True,True,0.001000000001,0.001000000001,1.0000000010000002e-12,1.0000000010000002e-12,
Phryma,1,1,1,True,True,0.001000000001,0.001000000001,1.0000000010000002e-12,1.0000000010000002e-12,
Plantaginaceae,11,7,11,True,True,0.033210677107415536,0.03469274663548883,0.0,0.0,
Linaria,1,1,1,True,True,0.001000000001,0.001000000001,1.0000000010000002e-12,1.0000000010000002e-12,
Penstemon,5,2,5,True,True,0.4250801478726248,0.037294223850987705,0.0,0.015109152291445774,
Plantago,4,3,4,True,True,0.041053831024471236,0.04334770770733766,0.0,0.0,
Veronicastrum,1,1,1,True,True,0.001000000001,0.001000000001,1.0000000010000002e-12,1.0000000010000002e-12,
Scrophulariaceae,1,1,1,True,True,0.001000000001,0.001000000001,1.0000000010000002e-12,1.0000000010000002e-12,
Verbascum,1,1,1,True,True,0.001000000001,0.001000000001,1.0000000010000002e-12,1.0000000010000002e-12,
Verbenaceae,3,3,3,True,True,0.45957434112198897,0.45957434112198897,0.09676359823647984,0.09676359823647984,
Verbena,3,3,3,True,True,0.45957434112198897,0.45957434112198897,0.09676359823647984,0.09676359823647984,
Malpighiales,27,,,False,False,,,,,
Euphorbiaceae,5,4,5,True,True,0.09220457632876194,0.16444609421603978,0.0,0.14228418359693612,
Euphorbia,5,4,5,True,True,0.09220457632876194,0.16444609421603978,0.0,0.14228418359693612,
Hypericaceae,2,,,False,False,,,,,
Hypericum,1,1,1,True,True,0.001000000001,0.001000000001,1.0000000010000002e-12,1.0000000010000002e-12,
Triadenum,1,1,1,True,True,0.001000000001,0.001000000001,1.0000000010000002e-12,1.0000000010000002e-12,
Salicaceae,13,12,13,True,True,0.1796996526788697,0.21339049406329744,0.17969882700784484,0.21338921380268303,
Cistaceae,3,2,3,True,True,0.015170204677444992,0.017624489693891337,0.0,0.0,
Crocanthemum,2,1,2,True,True,0.001000000001,0.01912252923396638,1.0000000010000002e-12,0.0,
Lechea,1,1,1,True,True,0.001000000001,0.001000000001,1.0000000010000002e-12,1.0000000010000002e-12,
Myrtales,11,,,False,False,,,,,
Combretaceae,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
Populus,4,,,False,False,,,,,
Salix,9,8,9,True,True,0.2355452889065624,0.32597221178980346,0.08423957415014975,0.2392975594087064,
Violaceae,7,6,7,True,True,0.160356937684777,0.220212514811749,0.08774929192521295,0.1908757640179331,
Viola,7,6,7,True,True,0.160356937684777,0.220212514811749,0.08774929192521295,0.1908757640179331,
Malvales,3,2,3,True,True,0.015170204677444992,0.017624489693891337,0.0,0.0,
Combretum,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
Onagraceae,10,,,False,False,,,,,
Chamaenerion,1,1,1,True,True,0.001000000001,0.001000000001,1.0000000010000002e-12,1.0000000010000002e-12,
Circaea,1,1,1,True,True,0.001000000001,0.001000000001,1.0000000010000002e-12,1.0000000010000002e-12,
Epilobium,3,2,3,True,True,0.05309212008821692,0.04751392655943833,0.0,0.0,
Ludwigia,1,1,1,True,True,0.001000000001,0.001000000001,1.0000000010000002e-12,1.0000000010000002e-12,
Oenothera,4,3,4,True,True,0.2614024195456447,0.2781660579888141,0.0,0.0,
Oxalidales,2,1,2,True,True,0.001000000001,0.04414421408411423,1.0000000010000002e-12,0.0,
Oxalidaceae,2,1,2,True,True,0.001000000001,0.04414421408411423,1.0000000010000002e-12,0.0,
Oxalis,2,1,2,True,True,0.001000000001,0.04414421408411423,1.0000000010000002e-12,0.0,
